id,name,date,value
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07,42154
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T01:00Z,43262
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T02:00Z,42933
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T03:00Z,42323
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T04:00Z,41155
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T05:00Z,39359
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T06:00Z,37651
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T07:00Z,36585
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T08:00Z,36040
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T09:00Z,35912
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T10:00Z,36235
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T11:00Z,37417
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T12:00Z,39904
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T13:00Z,43572
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T14:00Z,45722
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T15:00Z,45753
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T16:00Z,45057
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T17:00Z,44283
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T18:00Z,43356
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T19:00Z,42444
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T20:00Z,41679
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T21:00Z,41085
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T22:00Z,40824
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-07T23:00Z,41207
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08,42743
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T01:00Z,44670
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T02:00Z,44808
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T03:00Z,44533
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T04:00Z,43469
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T05:00Z,41684
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T06:00Z,40007
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T07:00Z,38983
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T08:00Z,38546
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T09:00Z,38569
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T10:00Z,38995
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T11:00Z,40183
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T12:00Z,42646
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T13:00Z,46144
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T14:00Z,48291
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T15:00Z,48340
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T16:00Z,47526
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T17:00Z,46921
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T18:00Z,46058
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T19:00Z,44651
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T20:00Z,43118
EBA.TEX-ALL.D.H,"Demand for Texas (region), hourly - UTC time",2021-01-08T21:00Z,41828
